,Fuel,Driven_kilometers,Num_of_owners,Transmission,Location,Name,Year,Company,Price1
5005,DIESEL,85000.0 KM,1st,MANUAL,"Preet Vihar, Delhi",Skoda Rapid,2015),Skoda," 4,75,000"
5006,CNG & HYBRIDS,"78,302 KM",1st,MANUAL,"Begampur, Delhi",Maruti Suzuki,2017),Maruti," 2,90,000"
5007,PETROL,19000.0 KM,1st,AUTOMATIC,"Greater Kailash 1, Delhi",Jeep Compass,2018),Jeep," 15,95,000"
5008,PETROL,47034.0 KM,1st,MANUAL,"Paschim Vihar, Delhi",Maruti Suzuki,2017),Maruti," 3,75,900"
5009,PETROL,35418.0 KM,,MANUAL,"Dwarka, Delhi",Maruti Suzuki,2018),Maruti," 6,36,000"
5010,DIESEL,68000.0 KM,1st,MANUAL,"Laxmi Nagar, Delhi",Mahindra Scorpio,2014),Mahindra," 6,20,000"
5011,PETROL,120000 KM,First,MANUAL,"Dindarpur, Delhi",Maruti Suzuki,2019),Maruti," 3,50,000"
5012,PETROL,70462 KM,Second,MANUAL,"Paschim Vihar, Delhi",Maruti Suzuki,2014),Maruti," 2,55,000"
5013,DIESEL,23000.0 KM,1st,MANUAL,"South Extension, Delhi",Ford Ecosport,2018),Ford," 8,90,000"
5014,DIESEL,54000.0 KM,1st,AUTOMATIC,,Mercedes-Benz New,2015),Mercedes-Benz," 24,49,000"
5015,PETROL,"78,500 KM",2nd,MANUAL,"Bhagwati Garden, Delhi",Honda Amaze,2014),Honda," 3,50,000"
5016,DIESEL,"70,000 KM",2nd,MANUAL,"Saket, Delhi",Mahindra Xuv500,2012),Mahindra," 4,25,000"
5017,DIESEL,9000.0 KM,1st,AUTOMATIC,"Ashok Vihar, Delhi",Audi Q7,2019),Audi," 75,00,000"
5018,DIESEL,"26,600 KM",2nd,AUTOMATIC,"Paschim Vihar, Delhi",Hyundai Creta,2018),Hyundai," 11,00,000"
5019,CNG & HYBRIDS,"105,000 KM",3rd,MANUAL,"Viswakarma Colony, Delhi",Toyota Etios,2011),Toyota," 2,80,000"
5020,DIESEL,90000.0 KM,1st,AUTOMATIC,"Ashok Vihar, Delhi",Maruti Suzuki,2017),Maruti," 5,75,000"
5021,PETROL,"30,000 KM",2nd,AUTOMATIC,"Bhajanpura, Delhi",Skoda Fabia,2008),Skoda," 1,50,000"
5022,PETROL,47898.0 KM,1st,MANUAL,"Pitampura, Delhi",Maruti Suzuki,2017),Maruti," 7,25,000"
5023,PETROL,3500.0 KM,1st,AUTOMATIC,"Greater Kailash 1, Delhi",Jeep Compass,2018),Jeep," 18,50,000"
5024,PETROL,"54,000 KM",1st,MANUAL,"Wazirabad, Delhi",Hyundai I10,2010),Hyundai," 1,29,999"
5025,PETROL,67000.0 KM,2nd,AUTOMATIC,"Ramesh Nagar, Delhi",Jaguar Xj,2010),Jaguar," 21,00,000"
5026,DIESEL,73000.0 KM,1st,MANUAL,"Ramesh Nagar, Delhi",Hyundai Grand,2016),Hyundai," 3,34,000"
5027,DIESEL,68000.0 KM,1st,MANUAL,"Ramesh Nagar, Delhi",Renault Duster,2014),Renault," 3,91,000"
5028,DIESEL,68000.0 KM,1st,MANUAL,"Rajendra Place, Delhi",Maruti Suzuki,2017),Maruti," 6,95,000"
5029,DIESEL,59000.0 KM,,,"Dayanand Colony, Delhi",Maruti Suzuki,2015),Maruti," 3,15,000"
5030,PETROL,8200.0 KM,1st,MANUAL,"State Bank Nagar, Delhi",Maruti Suzuki,2018),Maruti," 5,11,000"
5031,DIESEL,120000 KM,Second,MANUAL,"Jnu Campus Area, Delhi",Mahindra Quanto,2013),Mahindra," 2,99,000"
5032,DIESEL,65000 KM,First,MANUAL,"Dilshad Garden, Delhi",Volkswagen Polo,2012),Volkswagen," 2,25,000"
5033,PETROL,65000.0 KM,1st,MANUAL,"ITO, Delhi",Maruti Suzuki,2016),Maruti," 2,65,000"
5034,DIESEL,32000.0 KM,1st,MANUAL,"Badarpur, Delhi",Jeep Compass,2017),Jeep," 14,75,000"
5035,DIESEL,94000.0 KM,2nd,AUTOMATIC,"Ashok Vihar, Delhi",Audi Q3,2012),Audi," 13,00,000"
5036,PETROL,42000.0 KM,1st,MANUAL,"Paschim Vihar, Delhi",Maruti Suzuki,2018),Maruti," 5,65,000"
5037,DIESEL,"55,000 KM",1st,MANUAL,"Dwarka Sector 1, Delhi",Skoda Rapid,2013),Skoda," 4,00,000"
5038,DIESEL,78000.0 KM,1st,MANUAL,"Lajpat Nagar 1, Delhi",Ford Ecosport,2014),Ford," 4,65,000"
5039,PETROL,"90,000 KM",2nd,MANUAL,"Suraj Vihar, Delhi",Maruti Suzuki,2008),Maruti," 1,60,000"
5040,DIESEL,"35,000 KM",1st,MANUAL,"Narela, Delhi",Chevrolet Sail,2013),Chevrolet," 1,79,000"
5041,PETROL,63000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Maruti Suzuki,2013),Maruti," 2,70,000"
5042,PETROL,52000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Maruti Suzuki,2014),Maruti," 3,80,000"
5043,PETROL,75000.0 KM,1st,MANUAL,"Tilak Nagar, Delhi",Maruti Suzuki,2011),Maruti," 1,35,000"
5044,DIESEL,90000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Mahindra Scorpio,2012),Mahindra," 4,25,000"
5045,DIESEL,60000.0 KM,2nd,MANUAL,"Tilak Nagar, Delhi",Ford Figo,2014),Ford," 1,60,000"
5046,DIESEL,95000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Mahindra Xuv500,2012),Mahindra," 4,40,000"
5047,CNG & HYBRIDS,75000.0 KM,1st,MANUAL,"Tilak Nagar, Delhi",Hyundai I10,2012),Hyundai," 2,20,000"
5048,DIESEL,67739.0 KM,1st,MANUAL,"Netaji Subhash Place, Delhi",Hyundai Creta,2015),Hyundai," 8,00,000"
5049,DIESEL,68000.0 KM,2nd,AUTOMATIC,"Vikaspuri, Delhi",Bmw 5,2013),Bmw," 14,50,000"
5050,DIESEL,78000.0 KM,1st,MANUAL,"New Moti Nagar, Delhi",Maruti Suzuki,2016),Maruti," 5,69,000"
5051,PETROL,35000 KM,First,MANUAL,"Preet Vihar, Delhi",Maruti Suzuki,2018),Maruti," 7,90,000"
5052,DIESEL,78283 KM,First,MANUAL,"Preet Vihar, Delhi",Hyundai Verna,2014),Hyundai," 4,50,000"
5053,PETROL,72000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Hyundai I20,2014),Hyundai," 3,85,000"
5054,DIESEL,97000.0 KM,1st,AUTOMATIC,"Vikaspuri, Delhi",Ford Endeavour,2017),Ford," 22,40,000"
5055,PETROL,"120,000 KM",1st,MANUAL,"Sant Garh, Delhi",Toyota Corolla,2007),Toyota," 1,10,000"
5056,PETROL,37000.0 KM,1st,MANUAL,"Tilak Nagar, Delhi",Maruti Suzuki,2012),Maruti," 1,95,000"
5057,PETROL,50000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Datsun Redigo,2016),Datsun," 2,25,000"
5058,DIESEL,52000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Honda Br-V,2016),Honda," 5,65,000"
5059,DIESEL,90000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Ford Figo,2012),Ford," 1,60,000"
5060,PETROL,66000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Chevrolet Aveo,2008),Chevrolet," 90,000"
5061,DIESEL,41000.0 KM,1st,AUTOMATIC,"Preet Vihar, Delhi",Volkswagen Ameo,2017),Volkswagen," 6,65,000"
5062,DIESEL,85000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Mahindra Scorpio,2015),Mahindra," 7,50,000"
5063,DIESEL,50000.0 KM,1st,AUTOMATIC,"Sarita Vihar, Delhi",Mahindra Xuv500,2018),Mahindra," 12,50,000"
5064,DIESEL,79000.0 KM,3rd,MANUAL,"Rohini Sector 2, Delhi",Mitsubishi Pajero,2007),Mitsubishi," 2,49,999"
5065,DIESEL,62000.0 KM,1st,MANUAL,"Lajpat Nagar 1, Delhi",Hyundai Grand,2017),Hyundai," 4,15,000"
5066,DIESEL,91000.0 KM,1st,AUTOMATIC,"Ramesh Nagar, Delhi",Toyota Fortuner,2012),Toyota," 12,48,000"
5067,PETROL,56000.0 KM,1st,MANUAL,"Ramesh Nagar, Delhi",Hyundai I20,2014),Hyundai," 3,91,000"
5068,PETROL,9000.0 KM,1st,MANUAL,"Vasant Kunj, Delhi",Hyundai Venue,2019),Hyundai," 9,95,000"
5069,PETROL,1600.0 KM,1st,AUTOMATIC,"Ashok Vihar, Delhi",Mg Hector,2021),Mg," 20,00,000"
5070,PETROL,17950.0 KM,1st,MANUAL,"Najafgarh, Delhi",Renault Kwid,2017),Renault," 2,50,000"
5071,DIESEL,65618 KM,First,MANUAL,"Vikaspuri, Delhi",Honda City,2014),Honda," 5,50,000"
5072,DIESEL,38220 KM,First,MANUAL,"Connaught Place, Delhi",Hyundai Verna,2017),Hyundai," 10,45,000"
5073,PETROL,76000.0 KM,2nd,MANUAL,"Ramesh Nagar, Delhi",Volkswagen Vento,2011),Volkswagen," 2,34,000"
5074,PETROL,"73,000 KM",1st,MANUAL,"Tihar, Delhi",Hyundai I20,2012),Hyundai," 2,91,000"
5075,PETROL,"60,000 KM",1st,MANUAL,"Chand Nagar, Delhi",Hyundai I20,2013),Hyundai," 3,40,000"
5076,PETROL,"74,000 KM",1st,MANUAL,"Chand Nagar, Delhi",Honda Amaze,2015),Honda," 3,89,000"
5077,PETROL,40000.0 KM,1st,MANUAL,"Anand Vihar, Delhi",Hyundai I20,2015),Hyundai," 5,40,000"
5078,PETROL,38000.0 KM,1st,MANUAL,"Lajpat Nagar 2, Delhi",Hyundai Creta,2019),Hyundai," 9,90,000"
5079,CNG & HYBRIDS,49000.0 KM,1st,MANUAL,"Kalkaji, Delhi",Maruti Suzuki,2018),Maruti," 3,20,000"
5080,PETROL,19000.0 KM,1st,MANUAL,"Kalkaji, Delhi",Maruti Suzuki,2017),Maruti," 2,95,000"
5081,PETROL,4000.0 KM,1st,AUTOMATIC,"Rajouri Garden, Delhi",Hyundai Grand,2018),Hyundai," 6,60,000"
5082,PETROL,"40,000 KM",2nd,MANUAL,"Rajouri Garden, Delhi",Hyundai I10,2014),Hyundai," 1,40,000"
5083,PETROL,85000.0 KM,2nd,AUTOMATIC,"Lajpat Nagar 2, Delhi",Skoda Octavia,2013),Skoda," 7,15,000"
5084,CNG & HYBRIDS,58000.0 KM,1st,MANUAL,"Dilshad Garden, Delhi",Hyundai Grand,2015),Hyundai," 3,85,000"
5085,DIESEL,"109,000 KM",1st,AUTOMATIC,"Kalkaji, Delhi",Bmw 5,2011),Bmw," 10,00,000"
5086,PETROL,"75,000 KM",2nd,MANUAL,"Vikaspuri, Delhi",Honda Jazz,2009),Honda," 1,70,000"
5087,PETROL,"61,000 KM",1st,MANUAL,"Gandhi Vihar, Delhi",Chevrolet Beat,2011),Chevrolet," 1,20,000"
5088,PETROL,70000.0 KM,3rd,AUTOMATIC,"Karol Bagh, Delhi",Audi A6,2011),Audi," 12,99,000"
5089,DIESEL,19000.0 KM,1st,MANUAL,"Ashok Vihar, Delhi",Mahindra Scorpio,2017),Mahindra," 11,90,000"
5090,CNG & HYBRIDS,72000.0 KM,2nd,MANUAL,"Surajmal Vihar, Delhi",Volkswagen Polo,2010),Volkswagen," 2,39,999"
5091,DIESEL,120000 KM,Second,MANUAL,"Jindal Colony, Delhi",Mahindra Quanto,2013),Mahindra," 2,99,000"
5092,DIESEL,34076 KM,Second,AUTOMATIC,"Dwarka, Delhi",Toyota Innova,2018),Toyota," 19,00,000"
5093,PETROL,"10,385 KM",2nd,MANUAL,"Karol Bagh, Delhi",Maruti Suzuki,2012),Maruti," 1,10,000"
5094,CNG & HYBRIDS,79000.0 KM,2nd,MANUAL,"Vasant Kunj, Delhi",Maruti Suzuki,2013),Maruti," 2,40,000"
5095,DIESEL,83000.0 KM,1st,MANUAL,"Ramesh Nagar, Delhi",Renault Duster,2014),Renault," 4,73,000"
5096,PETROL,46000.0 KM,1st,MANUAL,"Anand Vihar, Delhi",Honda City,2016),Honda," 6,75,000"
5097,DIESEL,90000.0 KM,1st,MANUAL,"Vasant Kunj, Delhi",Toyota Innova,2013),Toyota," 6,90,000"
5098,PETROL,45000.0 KM,1st,AUTOMATIC,"Mansarovar Garden, Delhi",Honda Jazz,2017),Honda," 6,50,000"
5099,DIESEL,75685.0 KM,1st,MANUAL,"Badarpur, Delhi",Tata Safari,2012),Tata," 2,25,000"
5100,DIESEL,78585.0 KM,1st,MANUAL,"Badarpur, Delhi",Nissan Terrano,2014),Nissan," 4,25,000"
5101,DIESEL,67000.0 KM,1st,MANUAL,"Karol Bagh, Delhi",Mahindra Scorpio,2012),Mahindra," 4,25,000"
5102,PETROL,48000.0 KM,2nd,MANUAL,"Preet Vihar, Delhi",Honda City,2017),Honda," 7,75,000"
5103,DIESEL,112000.0 KM,2nd,MANUAL,"Paschim Vihar, Delhi",Renault Duster,2013),Renault," 3,10,000"
5104,CNG & HYBRIDS,52000.0 KM,1st,MANUAL,"Nirman Vihar, Delhi",Maruti Suzuki,2014),Maruti," 2,40,000"
5105,PETROL,49000.0 KM,1st,MANUAL,"Lajpat Nagar 1, Delhi",Hyundai Eon,2016),Hyundai," 2,80,000"
5106,PETROL,18000.0 KM,1st,MANUAL,"Karol Bagh, Delhi",Maruti Suzuki,2019),Maruti," 6,30,000"
5107,PETROL,65000.0 KM,1st,AUTOMATIC,"Lajpat Nagar 1, Delhi",Toyota Corolla,2011),Toyota," 4,50,000"
5108,,,,,,Audi Q5,2015),Audi,
5109,DIESEL,70000.0 KM,2nd,MANUAL,"Pitampura, Delhi",Hyundai Xcent,2014),Hyundai," 3,25,000"
5110,PETROL,"55,000 KM",2nd,MANUAL,"Dwarka, Delhi",Ambassador Others,1966),Ambassador," 4,99,999"
5111,PETROL,70000 KM,Second,MANUAL,"Kanhiya Nagar, Delhi",Hyundai I10,2007),Hyundai," 88,000"
5112,CNG,140000 KM,First,MANUAL,"New Ashok Nagar, Delhi",Maruti Suzuki,2016),Maruti," 2,00,000"
5113,PETROL,"24,000 KM",1st,MANUAL,"Rohini Sector 18, Delhi",Ford Ecosport,2016),Ford," 7,00,000"
5114,PETROL,81000.0 KM,1st,MANUAL,"Shakarpur, Delhi",Hyundai Elite,2013),Hyundai," 3,25,000"
5115,DIESEL,71000.0 KM,1st,MANUAL,"Saket, Delhi",Renault Duster,2012),Renault," 3,50,000"
5116,PETROL,25000.0 KM,1st,MANUAL,"Karkar Duma, Delhi",Tata Tiago,2019),Tata," 4,95,000"
5117,DIESEL,81000.0 KM,1st,MANUAL,"Connaught Place, Delhi",Volkswagen Polo,2014),Volkswagen," 3,98,000"
5118,PETROL,11000.0 KM,1st,AUTOMATIC,"Ashok Vihar, Delhi",Jeep Wrangler,2020),Jeep," 52,00,000"
5119,PETROL,"23,800 KM",1st,MANUAL,"Dwarka, Delhi",Maruti Suzuki,2018),Maruti," 3,21,000"
5120,CNG & HYBRIDS,"60,000 KM",2nd,MANUAL,"Sultanpuri, Delhi",Hyundai I20,2010),Hyundai," 2,00,000"
5121,CNG & HYBRIDS,56000.0 KM,1st,MANUAL,"Nirman Vihar, Delhi",Hyundai I10,2012),Hyundai," 2,45,000"
5122,PETROL,41000.0 KM,1st,MANUAL,"ITO, Delhi",Maruti Suzuki,2016),Maruti," 6,80,000"
5123,PETROL,"96,000 KM",1st,MANUAL,"Kanhiya Nagar, Delhi",Honda City,2008),Honda," 1,50,000"
5124,DIESEL,73000.0 KM,2nd,MANUAL,"Sarita Vihar, Delhi",Mahindra Xuv500,2011),Mahindra," 3,75,000"
5125,PETROL,55000.0 KM,2nd,MANUAL,"Karol Bagh, Delhi",Hyundai I10,2008),Hyundai," 99,000"
5126,DIESEL,85000.0 KM,1st,MANUAL,"Karol Bagh, Delhi",Mahindra Xuv500,2013),Mahindra," 4,15,000"
5127,PETROL,50000.0 KM,1st,MANUAL,"Karkar Duma, Delhi",Honda City,2015),Honda," 6,25,000"
5128,DIESEL,70000.0 KM,1st,MANUAL,"Lajpat Nagar 1, Delhi",Hyundai Creta,2016),Hyundai," 9,00,000"
5129,PETROL,65700.0 KM,1st,MANUAL,"Rohini Sector 16, Delhi",Hyundai I10,2013),Hyundai," 2,18,400"
5130,PETROL,31000.0 KM,1st,MANUAL,"Mayur Vihar, Delhi",Hyundai Elite,2018),Hyundai," 6,75,000"
5131,DIESEL,66969 KM,First,MANUAL,"Dwarka, Delhi",Maruti Suzuki,2016),Maruti," 5,25,000"
5132,PETROL,39734 KM,First,MANUAL,"Moti Nagar, Delhi",Renault Kwid,2017),Renault," 2,90,000"
5133,DIESEL,85000.0 KM,1st,MANUAL,"Karol Bagh, Delhi",Mahindra Xuv500,2013),Mahindra," 4,15,000"
5134,PETROL,50000.0 KM,1st,MANUAL,"Karkar Duma, Delhi",Honda City,2015),Honda," 6,25,000"
5135,DIESEL,56000.0 KM,1st,MANUAL,"Karkar Duma, Delhi",Hyundai Elite,2017),Hyundai," 6,50,000"
5136,PETROL,12392.0 KM,1st,MANUAL,"Tilak Nagar, Delhi",Hyundai Elite,2019),Hyundai," 5,95,000"
5137,CNG & HYBRIDS,68000.0 KM,1st,MANUAL,"Tilak Nagar, Delhi",Hyundai I10,2015),Hyundai," 3,18,000"
5138,PETROL,73100.0 KM,1st,MANUAL,"Kirti Nagar, Delhi",Honda Amaze,2014),Honda," 3,70,000"
5139,CNG & HYBRIDS,58000.0 KM,2nd,MANUAL,"Paschim Vihar, Delhi",Nissan Sunny,2012),Nissan," 2,65,000"
5140,DIESEL,156250.0 KM,1st,MANUAL,"Lajpat Nagar 4, Delhi",Toyota Innova,2014),Toyota," 7,95,000"
5141,PETROL,59250.0 KM,1st,MANUAL,"Lajpat Nagar 4, Delhi",Hyundai I10,2009),Hyundai," 1,55,000"
5142,DIESEL,114250.0 KM,1st,MANUAL,"Lajpat Nagar 4, Delhi",Toyota Innova,2012),Toyota," 5,50,000"
5143,CNG & HYBRIDS,"65,000 KM",3rd,AUTOMATIC,"Dilshad Colony, Delhi",Hyundai I20,2009),Hyundai," 1,55,000"
5144,PETROL,66000.0 KM,1st,MANUAL,"Amar Colony, Delhi",Maruti Suzuki,2010),Maruti," 2,45,000"
5145,PETROL,27000.0 KM,1st,AUTOMATIC,"Rohini Sector 3, Delhi",Tata Tiago,2019),Tata," 5,35,000"
5146,DIESEL,38000.0 KM,1st,AUTOMATIC,"Ashok Vihar, Delhi",Toyota Innova,2018),Toyota," 18,75,000"
5147,PETROL,"50,000 KM",1st,MANUAL,"New Rajendra Nagar, Delhi",Honda City,2009),Honda," 2,75,000"
5148,DIESEL,31000.0 KM,1st,MANUAL,"Ashok Vihar, Delhi",Mahindra Thar,2019),Mahindra," 9,25,000"
5149,DIESEL,61000.0 KM,1st,AUTOMATIC,"Karampura, Delhi",Audi A3,2014),Audi," 13,75,000"
5150,PETROL,3000.0 KM,1st,AUTOMATIC,"MBS Nagar, Delhi",Kia Seltos,2021),Kia," 19,50,000"
5151,PETROL,62342 KM,First,MANUAL,"Badarpur, Delhi",Maruti Suzuki,2011),Maruti," 2,25,000"
5152,DIESEL,70000 KM,Second,MANUAL,"Vasant Vihar, Delhi",Maruti Suzuki,2015),Maruti," 3,80,000"
5153,DIESEL,56000.0 KM,1st,MANUAL,"Rohini Sector 3, Delhi",Renault Duster,2015),Renault," 4,75,000"
5154,CNG & HYBRIDS,52258.0 KM,1st,MANUAL,"Dwarka, Delhi",Maruti Suzuki,2012),Maruti," 1,50,000"
5155,DIESEL,"18,000 KM",1st,MANUAL,"Sainik Farms, Delhi",Tata Hexa,2018),Tata," 11,65,000"
5156,PETROL,75885.0 KM,1st,MANUAL,"Dwarka, Delhi",Maruti Suzuki,2009),Maruti," 95,000"
5157,CNG & HYBRIDS,"56,000 KM",3rd,MANUAL,"Khanpur, Delhi",Hyundai Fluidic,2011),Hyundai," 3,70,000"
5158,DIESEL,60000.0 KM,1st,MANUAL,"Preet Vihar, Delhi",Hyundai Verna,2013),Hyundai," 4,50,000"
5159,DIESEL,89000.0 KM,2nd,MANUAL,"Ramesh Nagar, Delhi",Volkswagen Jetta,2012),Volkswagen," 4,24,350"
5160,PETROL,87000.0 KM,1st,MANUAL,"Sarita Vihar, Delhi",Maruti Suzuki,2012),Maruti," 3,00,000"
5161,DIESEL,89000.0 KM,2nd,MANUAL,"Ramesh Nagar, Delhi",Volkswagen Jetta,2012),Volkswagen," 4,24,350"
5162,DIESEL,88585.0 KM,1st,MANUAL,"Badarpur, Delhi",Renault Duster,2015),Renault," 5,45,000"
5163,DIESEL,50000.0 KM,1st,MANUAL,"Karol Bagh, Delhi",Mahindra Bolero,2016),Mahindra," 6,30,000"
5164,PETROL,23000.0 KM,1st,AUTOMATIC,"Kirti Nagar, Delhi",Honda City,2016),Honda," 8,95,000"
5165,PETROL,48100.0 KM,1st,MANUAL,"Kirti Nagar, Delhi",Honda City,2011),Honda," 3,70,000"
5166,PETROL,20000.0 KM,1st,MANUAL,"Saraswati Garden, Delhi",Honda City,2019),Honda," 8,90,000"
5167,PETROL,22000.0 KM,1st,MANUAL,"South Extension, Delhi",Honda Wr-V,2018),Honda," 7,90,000"
5168,DIESEL,28704.0 KM,,MANUAL,"Vasant Kunj, Delhi",Maruti Suzuki,2017),Maruti," 5,30,000"
5169,DIESEL,60000.0 KM,1st,AUTOMATIC,"Ghitorni, Delhi",Audi A6,2016),Audi," 23,90,000"
5170,PETROL,47539.0 KM,1st,MANUAL,"Rohini Sector 10, Delhi",Maruti Suzuki,2016),Maruti," 2,67,000"
5171,CNG,999999 KM,First,MANUAL,"Hardev Nagar, Delhi",Hyundai Xcent,2016),Hyundai," 2,10,000"
5172,DIESEL,90000 KM,Third,MANUAL,"Aps Colony, Delhi",Volkswagen Vento,2013),Volkswagen," 3,80,000"
5173,PETROL,"69,000 KM",2nd,MANUAL,"Saroop Nagar, Delhi",Maruti Suzuki,2008),Maruti," 1,00,000"
5174,DIESEL,"90,000 KM",2nd,MANUAL,"Mohan Garden, Delhi",Nissan Micra,2014),Nissan," 3,00,000"
5175,PETROL,"50,080 KM",4+,MANUAL,"Sitapuri, Delhi",Honda Civic,2012),Honda," 2,85,000"
5176,DIESEL,"120,000 KM",1st,MANUAL,"Rohini Sector 16, Delhi",Chevrolet Enjoy,2014),Chevrolet," 1,50,000"
5177,CNG & HYBRIDS,"49,000 KM",1st,MANUAL,"Rohini Sector 3, Delhi",Hyundai I20,2010),Hyundai," 2,20,000"
5178,CNG & HYBRIDS,"80,000 KM",1st,MANUAL,"Tukmirpur, Delhi",Hyundai Xcent,2018),Hyundai," 3,00,000"
5179,CNG & HYBRIDS,53665.0 KM,1st,MANUAL,"Dwarka, Delhi",Toyota Etios,2011),Toyota," 2,10,000"
5180,DIESEL,"120,000 KM",2nd,MANUAL,"Model Town 3, Delhi",Toyota Innova,2012),Toyota," 4,50,000"
5181,PETROL,14000.0 KM,1st,AUTOMATIC,"Greater Kailash, Delhi",Bmw Z4,2010),Bmw," 31,11,000"
5182,PETROL,6000.0 KM,1st,MANUAL,"Pitampura, Delhi",Maruti Suzuki,2020),Maruti," 8,50,000"
5183,PETROL,60000.0 KM,1st,MANUAL,"Anand Vihar, Delhi",Hyundai I10,2009),Hyundai," 1,75,000"
5184,DIESEL,57000.0 KM,1st,MANUAL,"Surajmal Vihar, Delhi",Mahindra Xuv500,2014),Mahindra," 5,74,999"
5185,DIESEL,83000.0 KM,1st,MANUAL,"Ramesh Nagar, Delhi",Renault Duster,2014),Renault," 4,24,500"
5186,DIESEL,91000.0 KM,1st,AUTOMATIC,"Ramesh Nagar, Delhi",Toyota Fortuner,2012),Toyota," 12,50,000"
5187,DIESEL,62000.0 KM,1st,MANUAL,"Ramesh Nagar, Delhi",Hyundai I20,2013),Hyundai," 3,09,999"
5188,PETROL,40000.0 KM,1st,AUTOMATIC,"Ashok Vihar, Delhi",Audi Q3,2017),Audi," 26,00,000"
5189,PETROL,48000.0 KM,1st,MANUAL,"Pitampura, Delhi",Maruti Suzuki,2016),Maruti," 6,20,000"
5190,DIESEL,"35,000 KM",2nd,AUTOMATIC,"New Rajendra Nagar, Delhi",Audi A4,2015),Audi," 17,00,000"
5191,PETROL,40000 KM,First,MANUAL,"Trilokpuri, Delhi",Hyundai Getz,2009),Hyundai," 1,55,000"
5192,CNG,70000 KM,Second,MANUAL,"Mayur Vihar Phase 2, Delhi",Maruti Suzuki,1995),Maruti," 3,70,000"
5193,DIESEL,68000.0 KM,1st,MANUAL,"Okhla, Delhi",Maruti Suzuki,2014),Maruti," 4,50,000"
5194,ELECTRIC,68000.0 KM,1st,MANUAL,"Okhla, Delhi",Hyundai Grand,2014),Hyundai," 3,10,000"
5195,PETROL,62000.0 KM,1st,MANUAL,"Dwarka, Delhi",Maruti Suzuki,2010),Maruti," 1,45,000"
5196,PETROL,30001.0 KM,1st,MANUAL,"Saraswati Garden, Delhi",Skoda Rapid,2012),Skoda," 3,80,000"
5197,DIESEL,87000.0 KM,1st,MANUAL,"Lajpat Nagar 2, Delhi",Mahindra Xuv500,2014),Mahindra," 6,25,000"
5198,DIESEL,60288.0 KM,1st,MANUAL,"ITO, Delhi",Maruti Suzuki,2011),Maruti," 2,50,000"
5199,DIESEL,"75,000 KM",1st,MANUAL,"New Friends Colony, Delhi",Tata Aria,2018),Tata," 6,00,000"
5200,PETROL,44000.0 KM,1st,AUTOMATIC,"Greater Kailash, Delhi",Honda Cr-V,2016),Honda," 17,00,000"
5201,DIESEL,"48,000 KM",1st,MANUAL,"Pitampura, Delhi",Isuzu D-Max,2019),Isuzu," 15,90,000"
5202,DIESEL,81000.0 KM,1st,MANUAL,"Ramesh Nagar, Delhi",Honda Mobilio,2015),Honda," 4,25,000"
5203,PETROL,67000.0 KM,,AUTOMATIC,"Netaji Subhash Place, Delhi",Honda Accord,2009),Honda," 3,55,000"
5204,PETROL,49000.0 KM,1st,MANUAL,"Dilshad Garden, Delhi",Maruti Suzuki,2016),Maruti," 5,20,000"
5205,PETROL,38000.0 KM,2nd,AUTOMATIC,"Ashok Vihar, Delhi",Hyundai Creta,2016),Hyundai," 9,25,000"
5206,PETROL,33000.0 KM,1st,MANUAL,"Rohini Sector 3, Delhi",Honda Brio,2014),Honda," 3,25,000"
5207,PETROL,55468.0 KM,,MANUAL,"Connaught Place, Delhi",Maruti Suzuki,2014),Maruti," 4,49,000"
5208,DIESEL,42000.0 KM,1st,MANUAL,"Rohini Sector 2, Delhi",Maruti Suzuki,2017),Maruti," 6,75,000"
5209,DIESEL,83128.0 KM,,MANUAL,"Pitampura, Delhi",Maruti Suzuki,2016),Maruti," 6,82,000"
5210,DIESEL,115000.0 KM,2nd,MANUAL,"Nauroji Nagar, Delhi",Toyota Innova,2013),Toyota," 6,15,000"
5211,DIESEL,20000 KM,Second,AUTOMATIC,"Vinod Nagar, Delhi",Force Motors,2011),Force," 3,99,999"
5212,DIESEL,69138 KM,First,MANUAL,"Dilshad Garden, Delhi",Volkswagen Polo,2017),Volkswagen," 5,21,000"
5213,DIESEL,115000.0 KM,1st,MANUAL,"Vikaspuri, Delhi",Mahindra Scorpio,2014),Mahindra," 5,70,000"
5214,CNG & HYBRIDS,"165,000 KM",1st,AUTOMATIC,"Rohini Sector 4, Delhi",Maruti Suzuki,2016),Maruti," 3,10,000"
5215,PETROL,52000.0 KM,1st,MANUAL,"Tilak Nagar, Delhi",Maruti Suzuki,2007),Maruti," 99,900"
5216,PETROL,31000.0 KM,1st,AUTOMATIC,"Rohini Sector 3, Delhi",Honda Brio,2017),Honda," 5,25,000"
