,Fuel,Driven_kilometers,Num_of_owners,Transmission,Location,Name,Year,Company,Price1
5217,PETROL,66000.0 KM,1st,AUTOMATIC,"Rohini Sector 3, Delhi",Skoda Superb,2011),Skoda," 4,25,000"
5218,PETROL,52000.0 KM,1st,MANUAL,"Tilak Nagar, Delhi",Maruti Suzuki,2009),Maruti," 2,09,900"
5219,PETROL,92000.0 KM,3rd,MANUAL,"Jhilmil Colony, Delhi",Maruti Suzuki,2010),Maruti," 2,15,000"
5220,CNG & HYBRIDS,"90,000 KM",1st,MANUAL,"Aero City, Delhi",Maruti Suzuki,2018),Maruti," 5,15,000"
5221,PETROL,"33,000 KM",1st,MANUAL,"Laxmi Nagar, Delhi",Maruti Suzuki,2017),Maruti," 5,20,000"
5222,DIESEL,95000.0 KM,1st,MANUAL,"Tilak Nagar, Delhi",Maruti Suzuki,2012),Maruti," 2,85,000"
5223,PETROL,68000.0 KM,2nd,MANUAL,"Lajpat Nagar 1, Delhi",Honda Accord,2012),Honda," 5,25,000"
5224,DIESEL,69000.0 KM,2nd,AUTOMATIC,"Rajouri Garden, Delhi",Porsche Cayenne,2013),Porsche," 25,50,000"
5225,CNG & HYBRIDS,55000.0 KM,1st,MANUAL,"Moti Nagar, Delhi",Maruti Suzuki,2015),Maruti," 2,75,000"
5226,DIESEL,68000.0 KM,,MANUAL,"Kohat Enclave, Delhi",Renault Duster,2013),Renault," 3,75,000"
5227,DIESEL,59000.0 KM,,MANUAL,"Kohat Enclave, Delhi",Maruti Suzuki,2014),Maruti," 3,75,000"
5228,DIESEL,45000.0 KM,1st,MANUAL,"Lal Bahadur Nagar, LB Nagar",Mahindra Xylo,2013),Mahindra," 3,96,000"
5229,PETROL,42269.0 KM,,MANUAL,"Uppal, Hyderabad",Hyundai Elite,2017),Hyundai," 6,83,000"
5230,PETROL,65357.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Volkswagen Polo,2012),Volkswagen," 4,00,000"
5231,DIESEL,109246 KM,Second,MANUAL,"Afsar Khan Colony, Hyderabad",Maruti Suzuki,2010),Maruti," 3,00,000"
5232,DIESEL,154564 KM,Third,MANUAL,"New Malakpet, Hyderabad",Hyundai Elantra,2006),Hyundai," 2,25,000"
5233,PETROL,27000.0 KM,1st,MANUAL,"New Bowenpally Sancharpuri Colony Phase 2, Secunderabad",Renault Kwid,2018),Renault," 4,25,000"
5234,DIESEL,75000.0 KM,1st,MANUAL,"Moosapet, Hyderabad",Maruti Suzuki,2016),Maruti," 1,25,000"
5235,DIESEL,95000.0 KM,1st,MANUAL,"Banjara Hills, Hyderabad",Mahindra Xuv500,2014),Mahindra," 8,20,000"
5236,PETROL,74000.0 KM,1st,MANUAL,"Banjara Hills, Hyderabad",Maruti Suzuki,2010),Maruti," 2,64,000"
5237,PETROL,0 KM,1st,MANUAL,"Bharat Nagar, Hyderabad",Maruti Suzuki,2008),Maruti," 35,000"
5238,PETROL,41545.0 KM,1st,MANUAL,"Madhapur, Hyderabad",Hyundai Creta,2017),Hyundai," 11,25,000"
5239,DIESEL,"75,000 KM",2nd,MANUAL,"Thippapuram, Vemulawada",Maruti Suzuki,2015),Maruti," 5,20,000"
5240,PETROL,10 KM,1st,MANUAL,"Saraswathi Nagar, Karimnagar",Maruti Suzuki,2021),Maruti," 5,80,000"
5241,DIESEL,69000.0 KM,1st,MANUAL,"Ameerpet, Hyderabad",Toyota Etios,2019),Toyota," 8,15,000"
5242,DIESEL,85000.0 KM,1st,MANUAL,"Moosapet, Hyderabad",Tata Indica,2015),Tata," 1,75,000"
5243,DIESEL,"97,000 KM",1st,MANUAL,"Mansoorabad, Hyderabad",Maruti Suzuki,2018),Maruti," 7,50,000"
5244,DIESEL,29000.0 KM,1st,MANUAL,"Banjara Hills, Hyderabad",Maruti Suzuki,2019),Maruti," 12,90,000"
5245,DIESEL,66000.0 KM,,,"Bowenpally, Hyderabad",Maruti Suzuki,1994),Maruti," 38,000"
5246,DIESEL,95000.0 KM,,,"Bowenpally, Hyderabad",Tata Indigo,2008),Tata," 1,22,000"
5247,DIESEL,84000.0 KM,2nd,AUTOMATIC,"Bowenpally, Hyderabad",Chevrolet Captiva,2009),Chevrolet," 3,65,000"
5248,DIESEL,144000.0 KM,1st,MANUAL,"Prenderghast Road Krishna Nagar Colony, Secunderabad",Toyota Innova,2013),Toyota," 9,75,000"
5249,DIESEL,79000.0 KM,1st,MANUAL,"Madhapur, Hyderabad",Maruti Suzuki,2015),Maruti," 6,75,000"
5250,PETROL,43472.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Renault Kwid,2016),Renault," 3,40,000"
5251,DIESEL,61031 KM,First,AUTOMATIC,"Begumpet, Secunderabad",Skoda Rapid,2017),Skoda," 9,50,000"
5252,PETROL,56789 KM,First,MANUAL,"Maruthi Nagar, Gaddiannaram",Hyundai Getz,2007),Hyundai," 3,00,000"
5253,DIESEL,97000.0 KM,,,"Housing Board Colony, Hyderabad",Tata Indica,2013),Tata," 1,10,000"
5254,PETROL,85000.0 KM,,,"Ameerpet, Hyderabad",Hyundai Santro,2004),Hyundai," 78,000"
5255,DIESEL,43000.0 KM,1st,MANUAL,"Banjara Hills, Hyderabad",Maruti Suzuki,2019),Maruti," 12,40,000"
5256,PETROL,"51,414 KM",4+,MANUAL,"Feroz Guda Nagarjuna Colony, Secunderabad",Maruti Suzuki,2008),Maruti," 1,40,000"
5257,DIESEL,45000.0 KM,1st,MANUAL,"Bowenpally, Hyderabad",Tata Indica,2011),Tata," 1,75,000"
5258,PETROL,99000.0 KM,1st,MANUAL,"Anjaneya Nagar, Hyderabad",Maruti Suzuki,2013),Maruti," 2,50,000"
5259,PETROL,110000.0 KM,1st,MANUAL,"Anjaneya Nagar, Hyderabad",Maruti Suzuki,2011),Maruti," 2,10,000"
5260,PETROL,"98,500 KM",2nd,MANUAL,"Falaknuma, Hyderabad",Maruti Suzuki,2007),Maruti," 1,30,000"
5261,DIESEL,55000.0 KM,1st,MANUAL,"Moosapet, Hyderabad",Maruti Suzuki,2019),Maruti," 6,45,000"
5262,DIESEL,105000.0 KM,1st,MANUAL,"Moosapet, Hyderabad",Tata Indigo,2008),Tata," 1,50,000"
5263,DIESEL,"46,000 KM",2nd,MANUAL,"Vijaya Nagar Colony, Hyderabad",Maruti Suzuki,2018),Maruti," 7,30,000"
5264,DIESEL,80000.0 KM,1st,MANUAL,"Nagole, Hyderabad",Maruti Suzuki,2017),Maruti," 8,50,000"
5265,DIESEL,110000.0 KM,1st,MANUAL,"Nagole, Hyderabad",Maruti Suzuki,2008),Maruti," 2,50,000"
5266,DIESEL,"95,000 KM",2nd,MANUAL,"Malakpet, Hyderabad",Chevrolet Beat,2013),Chevrolet," 2,15,000"
5267,DIESEL,130000.0 KM,1st,MANUAL,"Arfath Nagar, Hyderabad",Chevrolet Tavera,2014),Chevrolet," 5,80,000"
5268,PETROL,44000.0 KM,1st,MANUAL,"Adikmet, Hyderabad",Nissan Micra,2018),Nissan," 4,69,000"
5269,DIESEL,99041.0 KM,,,"Tirumala Colony, Hyderabad",Maruti Suzuki,2013),Maruti," 3,85,000"
5270,PETROL,66000.0 KM,1st,MANUAL,"Sardar Patel Road Paigha Colony, Secunderabad",Maruti Suzuki,2016),Maruti," 3,70,000"
5271,DIESEL,204797 KM,Second,MANUAL,"Rajarajeshwari Nagar, Hyderabad",Mahindra Bolero,2011),Mahindra," 3,25,000"
5272,PETROL,47576 KM,First,MANUAL,"Beeramguda, Hyderabad",Renault Kwid,2017),Renault," 3,80,000"
5273,DIESEL,80000.0 KM,1st,MANUAL,"Arfath Nagar, Hyderabad",Maruti Suzuki,2018),Maruti," 7,50,000"
5274,PETROL,"78,000 KM",1st,MANUAL,"Hanuman Nagar Colony, Hyderabad",Ford Ikon,2007),Ford," 1,86,000"
5275,PETROL,"74,000 KM",1st,MANUAL,"Mehdipatnam, Hyderabad",Hyundai Accent,2008),Hyundai," 2,25,000"
5276,PETROL,"96,000 KM",2nd,MANUAL,"Banjara Hills, Hyderabad",Honda New,2009),Honda," 5,10,000"
5277,PETROL,"60,000 KM",3rd,MANUAL,"Nizampet, Hyderabad",Mitsubishi Cedia,2008),Mitsubishi," 3,00,000"
5278,PETROL,"69,599 KM",1st,AUTOMATIC,"Deepthisri Nagar, Hyderabad",Maruti Suzuki,2013),Maruti," 51,360"
5279,DIESEL,"200,000 KM",2nd,MANUAL,"Chandrayangutta, Hyderabad",Toyota Qualis,2002),Toyota," 1,65,000"
5280,PETROL,"48,000 KM",1st,MANUAL,"Royal Colony, Hyderabad",Honda City,2018),Honda," 9,35,000"
5281,DIESEL,56000.0 KM,1st,AUTOMATIC,"Begumpet, Secunderabad",Maruti Suzuki,2018),Maruti," 7,25,000"
5282,DIESEL,50000.0 KM,1st,MANUAL,"Begumpet, Secunderabad",Mahindra Xuv500,2019),Mahindra," 16,50,000"
5283,PETROL,"60,000 KM",1st,MANUAL,"Tulasi Nagar, Hyderabad",Maruti Suzuki,2013),Maruti," 2,20,000"
5284,PETROL,42000.0 KM,1st,MANUAL,"Begumpet, Secunderabad",Maruti Suzuki,2012),Maruti," 1,95,000"
5285,PETROL,65000.0 KM,1st,MANUAL,"Begumpet, Secunderabad",Maruti Suzuki,2012),Maruti," 2,75,000"
5286,DIESEL,"88,000 KM",2nd,MANUAL,"Perkit, Armur",Hyundai I20,2015),Hyundai," 6,10,000"
5287,DIESEL,121098.0 KM,1st,MANUAL,"AS Rao Nagar, Hyderabad",Mahindra Xuv500,2014),Mahindra," 8,50,000"
5288,PETROL,70038.0 KM,,MANUAL,"Madhapur, Hyderabad",Hyundai I10,2016),Hyundai," 4,11,000"
5289,DIESEL,86000.0 KM,1st,MANUAL,"Old Bowenpally, Secunderabad",Volkswagen Polo,2015),Volkswagen," 5,15,000"
5290,PETROL,15300 KM,First,MANUAL,"Shakkar Gunj, Hyderabad",Maruti Suzuki,2019),Maruti," 4,40,000"
5291,DIESEL,150026 KM,First,MANUAL,"Alwal, Hyderabad",Volkswagen Jetta,2008),Volkswagen," 4,05,000"
5292,DIESEL,"85,000 KM",3rd,MANUAL,"Kutturjenda, Warangal",Hyundai I20,2011),Hyundai," 3,20,000"
5293,DIESEL,"23,000 KM",1st,MANUAL,"Diamond Hills, Hyderabad",Tata Indica,2012),Tata," 1,10,000"
5294,DIESEL,"97,000 KM",2nd,MANUAL,"Meetiyagoda, Mahbubnagar",Maruti Suzuki,2015),Maruti," 5,50,000"
5295,PETROL,"78,184 KM",2nd,MANUAL,"Ramnagar, Hyderabad",Ford Ikon,2004),Ford," 90,000"
5296,LPG,"110,000 KM",2nd,MANUAL,"Tolichowki, Hyderabad",Maruti Suzuki,2006),Maruti," 1,35,000"
5297,DIESEL,54000.0 KM,1st,AUTOMATIC,"Hitech City, Hyderabad",Volvo V40,2014),Volvo," 11,95,000"
5298,DIESEL,50267.0 KM,1st,AUTOMATIC,"Ameerpet, Hyderabad",Maruti Suzuki,2018),Maruti," 9,60,000"
5299,DIESEL,"250,000 KM",1st,MANUAL,"Azmathpura, Karimnagar",Tata Indica,2007),Tata," 1,00,000"
5300,DIESEL,0 KM,2nd,AUTOMATIC,"Thallagadda, Suryapet",Mahindra Jeep,1989),Mahindra," 2,50,000"
5301,DIESEL,"171,000 KM",2nd,MANUAL,"Kothapet, Hyderabad",Hyundai Verna,2012),Hyundai," 3,50,000"
5302,PETROL,"85,000 KM",2nd,MANUAL,"Rajarajeshwari Nagar, Hyderabad",Hyundai Santro,2003),Hyundai," 1,08,000"
5303,PETROL,82365.0 KM,2nd,MANUAL,"Masab Tank, Hyderabad",Maruti Suzuki,2013),Maruti," 5,85,000"
5304,DIESEL,"120,000 KM",2nd,MANUAL,"Narsingi, Hyderabad",Tata Indica,2004),Tata," 56,000"
5305,PETROL,"89,000 KM",1st,MANUAL,"LB Nagar, Hyderabad",Maruti Suzuki,2005),Maruti," 1,20,000"
5306,PETROL,57882.0 KM,,MANUAL,"Madhapur, Hyderabad",Hyundai Creta,2016),Hyundai," 9,33,000"
5307,PETROL,70379.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Maruti Suzuki,2019),Maruti," 8,50,000"
5308,DIESEL,78818.0 KM,1st,AUTOMATIC,"Banjara Hills, Hyderabad",Volkswagen Vento,2016),Volkswagen," 7,15,000"
5309,DIESEL,67867 KM,First,MANUAL,"Domalguda, Hyderabad",Hyundai Grand,2015),Hyundai," 4,50,000"
5310,PETROL,111725 KM,Second,MANUAL,"Kalyan nagar, Hyderabad",Maruti Suzuki,2006),Maruti," 1,40,000"
5311,DIESEL,82000.0 KM,1st,MANUAL,"Balkampet, Hyderabad",Skoda Rapid,2013),Skoda," 4,50,000"
5312,DIESEL,"150,000 KM",2nd,MANUAL,"Tolichowki, Hyderabad",Tata Indica,2003),Tata," 55,000"
5313,PETROL,72000.0 KM,1st,MANUAL,"Balkampet, Hyderabad",Maruti Suzuki,2012),Maruti," 3,10,000"
5314,DIESEL,"120,000 KM",2nd,MANUAL,"Banjara Hills, Hyderabad",Chevrolet Cruze,2010),Chevrolet," 3,65,000"
5315,PETROL,"98,000 KM",1st,AUTOMATIC,"Elichpur, Palwancha",Maruti Suzuki,2001),Maruti," 45,000"
5316,DIESEL,92000.0 KM,2nd,MANUAL,"Banjara Hills, Hyderabad",Fiat Punto,2012),Fiat," 2,99,999"
5317,DIESEL,"195,000 KM",2nd,MANUAL,"Nallagutta Ramgopalpet, Secunderabad",Mahindra Scorpio,2005),Mahindra," 1,45,000"
5318,PETROL,"72,300 KM",1st,MANUAL,"Dilsukh Nagar, Hyderabad",Maruti Suzuki,2013),Maruti," 2,80,000"
5319,DIESEL,99000.0 KM,2nd,MANUAL,"Banjara Hills, Hyderabad",Tata Manza,2011),Tata," 2,95,000"
5320,DIESEL,105000.0 KM,1st,MANUAL,"Kazipet, Warangal",Mahindra Renault,2015),Mahindra," 4,90,000"
5321,DIESEL,85000.0 KM,1st,MANUAL,"Kazipet, Warangal",Toyota Etios,2015),Toyota," 4,25,000"
5322,PETROL,88000.0 KM,1st,AUTOMATIC,"GS Nagar, Hyderabad",Hyundai Creta,2016),Hyundai," 11,50,000"
5323,DIESEL,83000.0 KM,2nd,MANUAL,"Kazipet, Warangal",Mahindra Xuv500,2012),Mahindra," 5,95,000"
5324,DIESEL,145000.0 KM,1st,MANUAL,"Attapur Ring Road, Hyderabad",Toyota Innova,2009),Toyota," 5,25,000"
5325,PETROL,"76,000 KM",1st,MANUAL,"Hanman Basti, Bellampalle",Hyundai I10,2007),Hyundai," 2,60,000"
5326,DIESEL,72212.0 KM,1st,MANUAL,"Adarsh Nagar Colony, LB Nagar",Ford Ecosport,2013),Ford," 5,70,000"
5327,DIESEL,68000.0 KM,1st,AUTOMATIC,"Venktagiri Nagar, Hyderabad",Mercedes-Benz E-Class,2015),Mercedes-Benz," 25,50,000"
5328,PETROL,20375 KM,Third,MANUAL,"Ranigunj, Secunderabad",Tata Nano,2011),Tata," 83,000"
5329,DIESEL,71527 KM,Second,MANUAL,"Hafeezpet, Hyderabad",Ford Ecosport,2014),Ford," 4,00,000"
5330,PETROL,67000.0 KM,1st,AUTOMATIC,"GS Nagar, Hyderabad",Skoda Superb,2016),Skoda," 19,45,000"
5331,PETROL,40000.0 KM,1st,MANUAL,"GS Nagar, Hyderabad",Honda Amaze,2019),Honda," 7,39,999"
5332,DIESEL,56000.0 KM,2nd,AUTOMATIC,"GS Nagar, Hyderabad",Hyundai Creta,2015),Hyundai," 10,49,999"
5333,DIESEL,13500.0 KM,1st,MANUAL,"GS Nagar, Hyderabad",Toyota Innova,2018),Toyota," 21,75,000"
5334,PETROL,24000.0 KM,1st,AUTOMATIC,"GS Nagar, Hyderabad",Hyundai Creta,2017),Hyundai," 12,00,000"
5335,PETROL,7000.0 KM,1st,AUTOMATIC,"GS Nagar, Hyderabad",Kia Others,2020),Kia," 10,75,000"
5336,DIESEL,143000.0 KM,1st,AUTOMATIC,"GS Nagar, Hyderabad",Land Rover,2011),Land," 10,50,000"
5337,DIESEL,145000.0 KM,2nd,AUTOMATIC,"GS Nagar, Hyderabad",Land Rover,2012),Land," 10,40,000"
5338,DIESEL,45000.0 KM,2nd,MANUAL,"GS Nagar, Hyderabad",Hyundai Verna,2018),Hyundai," 10,50,000"
5339,DIESEL,120000.0 KM,1st,MANUAL,"Kazipet, Warangal",Maruti Suzuki,2012),Maruti," 5,30,000"
5340,DIESEL,66000.0 KM,1st,AUTOMATIC,"Kazipet, Warangal",Maruti Suzuki,2018),Maruti," 8,30,000"
5341,PETROL,61000.0 KM,1st,MANUAL,"Kazipet, Warangal",Maruti Suzuki,2008),Maruti," 1,45,000"
5342,PETROL,"80,000 KM",3rd,AUTOMATIC,"Kazipet, Warangal",Hyundai Accent,2002),Hyundai," 80,000"
5343,DIESEL,120000.0 KM,1st,AUTOMATIC,"Begumpet, Secunderabad",Volvo S60,2011),Volvo," 12,50,000"
5344,DIESEL,"180,000 KM",3rd,MANUAL,"Ramadootha Nagar, Pargi",Toyota Qualis,2001),Toyota," 1,45,000"
5345,PETROL,23000.0 KM,1st,MANUAL,"Venktagiri Nagar, Hyderabad",Hyundai Elite,2016),Hyundai," 6,75,000"
5346,PETROL,48220.0 KM,,MANUAL,"Madhapur, Hyderabad",Toyota Etios,2015),Toyota," 5,16,000"
5347,LPG,45000.0 KM,1st,MANUAL,"LB Nagar, Hyderabad",Maruti Suzuki,2012),Maruti," 2,45,000"
5348,DIESEL,157479 KM,Third,MANUAL,"Film Nagar, Hyderabad",Skoda Octavia,2004),Skoda," 2,30,000"
5349,DIESEL,71148 KM,First,MANUAL,"Jeedimetla, Hyderabad",Mahindra Scorpio,2013),Mahindra," 6,90,000"
5350,DIESEL,"45,000 KM",2nd,MANUAL,"Ramagiri, Chityala",Tata Sumo,2000),Tata," 1,20,000"
5351,DIESEL,"141,000 KM",2nd,MANUAL,"Suraram, Hyderabad",Tata Indica,2011),Tata," 1,45,000"
5352,DIESEL,"81,500 KM",2nd,AUTOMATIC,"Vattepally, Hyderabad",Tata Indigo,2007),Tata," 1,30,000"
5353,DIESEL,"300,000 KM",2nd,MANUAL,"Ahmed Pura Colony, Ghanpur Nizamabad District",Toyota Qualis,2004),Toyota," 1,70,000"
5354,PETROL,"118,000 KM",2nd,MANUAL,"Misri Gunj, Hyderabad",Honda City,2001),Honda," 1,05,000"
5355,DIESEL,"170,000 KM",2nd,MANUAL,"Azhampura, Medak",Tata Manza,2011),Tata," 1,80,000"
5356,DIESEL,"95,000 KM",3rd,AUTOMATIC,"Nayanagar, Kodad",Toyota Innova,2016),Toyota," 18,20,000"
5357,PETROL,"46,000 KM",1st,MANUAL,"Kondapur, Hyderabad",Maruti Suzuki,2017),Maruti," 5,15,000"
5358,PETROL,"140,000 KM",1st,MANUAL,"Tirumala Nagar, Hyderabad",Maruti Suzuki,2007),Maruti," 2,50,000"
5359,DIESEL,"75,000 KM",2nd,MANUAL,"Mothinagar, Mahbubnagar",Tata Manza,2011),Tata," 2,60,000"
5360,PETROL,41000.0 KM,1st,MANUAL,"Begumpet, Secunderabad",Hyundai Eon,2017),Hyundai," 3,60,000"
5361,DIESEL,95000.0 KM,1st,MANUAL,"Moosapet, Hyderabad",Maruti Suzuki,2016),Maruti," 3,90,000"
5362,PETROL,"86,000 KM",1st,MANUAL,"Yapral, Hyderabad",Maruti Suzuki,2008),Maruti," 2,50,000"
5363,PETROL,74000.0 KM,1st,MANUAL,"Ayyappa Society, Hyderabad",Volkswagen Polo,2010),Volkswagen," 2,55,000"
5364,PETROL,140000.0 KM,,MANUAL,"Sardar Patel Road Paigha Colony, Secunderabad",Hyundai Santro,2003),Hyundai," 1,20,000"
5365,DIESEL,84000.0 KM,1st,AUTOMATIC,"Banjara Hills, Hyderabad",Land Rover,2011),Land," 13,75,000"
5366,PETROL,78571 KM,Second,MANUAL,"Panchavati Layout, Hyderabad",Volkswagen Polo,2015),Volkswagen," 4,60,000"
5367,DIESEL,93238 KM,First,AUTOMATIC,"Kompalli, Hyderabad",Skoda Rapid,2016),Skoda," 7,00,000"
5368,PETROL,"87,523 KM",2nd,MANUAL,"Yousuf Guda, Hyderabad",Hyundai Santro,2002),Hyundai," 65,000"
5369,DIESEL,37858.0 KM,,AUTOMATIC,"Housing Board Colony, Hyderabad",Hyundai Creta,2016),Hyundai," 10,85,000"
5370,PETROL,25983.0 KM,,MANUAL,"Housing Board Colony, Hyderabad",Honda Amaze,2015),Honda," 4,95,000"
5371,DIESEL,43579.0 KM,,MANUAL,"Housing Board Colony, Hyderabad",Maruti Suzuki,2016),Maruti," 8,50,000"
5372,DIESEL,84799.0 KM,,MANUAL,"Housing Board Colony, Hyderabad",Maruti Suzuki,2015),Maruti," 6,95,000"
5373,DIESEL,36728.0 KM,,MANUAL,"Housing Board Colony, Hyderabad",Toyota Etios,2018),Toyota," 6,45,000"
5374,DIESEL,48942.0 KM,,MANUAL,"Housing Board Colony, Hyderabad",Hyundai Fluidic,2016),Hyundai," 7,40,000"
5375,PETROL,18821.0 KM,,AUTOMATIC,"Shanthi Nagar, Hyderabad",Maruti Suzuki,2017),Maruti," 6,30,000"
5376,PETROL,25310.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Maruti Suzuki,2017),Maruti," 5,20,000"
5377,DIESEL,37858.0 KM,,AUTOMATIC,"Shanthi Nagar, Hyderabad",Hyundai Creta,2016),Hyundai," 10,85,000"
5378,PETROL,25983.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Honda Amaze,2015),Honda," 4,95,000"
5379,DIESEL,43579.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Maruti Suzuki,2016),Maruti," 8,50,000"
5380,DIESEL,84799.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Maruti Suzuki,2015),Maruti," 6,95,000"
5381,DIESEL,36728.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Toyota Etios,2018),Toyota," 6,45,000"
5382,DIESEL,48942.0 KM,,MANUAL,"Shanthi Nagar, Hyderabad",Hyundai Fluidic,2016),Hyundai," 7,40,000"
5383,DIESEL,45000.0 KM,1st,MANUAL,"Balkampet, Hyderabad",Maruti Suzuki,2019),Maruti," 5,95,000"
5384,DIESEL,49140.0 KM,1st,MANUAL,"AS Rao Nagar, Hyderabad",Ford Ecosport,2015),Ford," 7,00,000"
5385,PETROL,41181.0 KM,1st,AUTOMATIC,"Adarsh Nagar Colony, LB Nagar",Maruti Suzuki,2018),Maruti," 6,95,000"
5386,PETROL,96786 KM,Second,MANUAL,"JNTU, Hyderabad",Nissan Sunny,2011),Nissan," 3,37,500"
5387,PETROL,15921 KM,First,MANUAL,"Hafeezpet, Hyderabad",Toyota Etios,2017),Toyota," 7,50,000"
5388,PETROL,"54,000 KM",1st,MANUAL,"Vinayak Nagar (Nizamabad), Ghanpur Nizamabad District",Hyundai Verna,2014),Hyundai," 6,00,000"
5389,DIESEL,29121.0 KM,1st,AUTOMATIC,"Banjara Hills, Hyderabad",Bmw 5,2018),Bmw," 52,00,000"
5390,DIESEL,"42,262 KM",1st,AUTOMATIC,"Sri Nagar Colony, Hyderabad",Hyundai Creta,2016),Hyundai," 12,00,000"
5391,PETROL,"70,000 KM",2nd,MANUAL,"Ram Nagar, Hyderabad",Maruti Suzuki,2000),Maruti," 1,00,000"
5392,PETROL,"90,000 KM",1st,MANUAL,"Masab Tank, Hyderabad",Honda City,2003),Honda," 1,45,000"
5393,DIESEL,"65,000 KM",1st,MANUAL,"Madhapur, Hyderabad",Volkswagen Vento,2012),Volkswagen," 3,49,999"
5394,DIESEL,"150,000 KM",2nd,MANUAL,"Malkajgiri, Hyderabad",Mahindra Scorpio,2007),Mahindra," 2,90,000"
5395,DIESEL,"75,000 KM",1st,AUTOMATIC,"Bowenpally New City Colony, Secunderabad",Hyundai Verna,2007),Hyundai," 48,900"
5396,DIESEL,"20,000 KM",1st,MANUAL,"Surya Nagar Colony, Hyderabad",Volkswagen Polo,2017),Volkswagen," 7,00,000"
5397,PETROL,80000.0 KM,2nd,MANUAL,"Sivarampalli, Hyderabad",Hyundai Santro,2006),Hyundai," 1,25,000"
5398,DIESEL,100000.0 KM,2nd,MANUAL,"Attapur, Hyderabad",Maruti Suzuki,2012),Maruti," 3,80,000"
5399,DIESEL,22000.0 KM,1st,AUTOMATIC,"Sri Nagar Colony, Hyderabad",Audi Q7,2018),Audi," 79,00,000"
5400,DIESEL,"210,000 KM",2nd,AUTOMATIC,Dharmaram Warangal District,Chevrolet Tavera,2014),Chevrolet," 4,35,000"
5401,DIESEL,80000.0 KM,,MANUAL,"Madhapur, Hyderabad",Hyundai Fluidic,2011),Hyundai," 4,25,000"
5402,PETROL,86000.0 KM,1st,AUTOMATIC,"Madhapur, Hyderabad",Ford Ecosport,2014),Ford," 6,75,000"
5403,PETROL,69525.0 KM,1st,MANUAL,"Adarsh Nagar Colony, LB Nagar",Hyundai I10,2013),Hyundai," 3,50,000"
5404,PETROL,42151.0 KM,1st,AUTOMATIC,"Madhapur, Hyderabad",Skoda Rapid,2015),Skoda," 6,75,000"
5405,PETROL,57638.0 KM,1st,MANUAL,"Adarsh Nagar Colony, LB Nagar",Maruti Suzuki,2015),Maruti," 4,55,000"
5406,PETROL,43508 KM,First,MANUAL,"Lower Tank Bund, Hyderabad",Maruti Suzuki,2017),Maruti," 6,50,000"
5407,PETROL,124625 KM,Third,MANUAL,"Mettu Guda Keshav Nagar Colony, Secunderabad",Hyundai I10,2008),Hyundai," 2,14,000"
5408,DIESEL,101000.0 KM,,MANUAL,"Madhapur, Hyderabad",Maruti Suzuki,2015),Maruti," 6,75,000"
5409,DIESEL,69000.0 KM,1st,MANUAL,"Madhapur, Hyderabad",Hyundai I20,2018),Hyundai," 6,90,000"
5410,DIESEL,67000.0 KM,1st,MANUAL,"Madhapur, Hyderabad",Hyundai I20,2018),Hyundai," 6,90,000"
5411,DIESEL,80000.0 KM,,MANUAL,"Madhapur, Hyderabad",Volkswagen Polo,2015),Volkswagen," 5,75,000"
5412,PETROL,"33,900 KM",3rd,MANUAL,"Hafeez Baba Nagar, Hyderabad",Maruti Suzuki,1999),Maruti," 43,000"
5413,DIESEL,236295.0 KM,1st,MANUAL,"S D Road, Hyderabad",Toyota Innova,2009),Toyota," 7,77,777"
5414,PETROL,"71,235 KM",2nd,MANUAL,"West Marredpally Sarvasukhi Colony, Secunderabad",Hyundai Santro,2006),Hyundai," 1,38,000"
5415,PETROL,"100,000 KM",1st,MANUAL,"Hanamkonda, Warangal",Hyundai Santro,2002),Hyundai," 1,40,000"
5416,PETROL,25983.0 KM,,MANUAL,"Balkampet, Hyderabad",Honda Amaze,2015),Honda," 4,95,000"
5417,DIESEL,43579.0 KM,,MANUAL,"Balkampet, Hyderabad",Maruti Suzuki,2016),Maruti," 8,50,000"
5418,DIESEL,84799.0 KM,,MANUAL,"Balkampet, Hyderabad",Maruti Suzuki,2015),Maruti," 6,95,000"
5419,PETROL,44000.0 KM,2nd,MANUAL,"Sivarampalli, Hyderabad",Honda City,2017),Honda," 7,70,000"
5420,PETROL,73000.0 KM,1st,MANUAL,"Uppal, Hyderabad",Hyundai Santro,2008),Hyundai," 1,90,000"
5421,DIESEL,36728.0 KM,,MANUAL,"Balkampet, Hyderabad",Toyota Etios,2018),Toyota," 6,45,000"
5422,DIESEL,37858.0 KM,,AUTOMATIC,"Balkampet, Hyderabad",Hyundai Creta,2016),Hyundai," 10,85,000"
5423,PETROL,18300.0 KM,1st,MANUAL,"Adikmet, Hyderabad",Hyundai Eon,2015),Hyundai," 3,29,000"
5424,DIESEL,92190.0 KM,1st,MANUAL,"AS Rao Nagar, Hyderabad",Hyundai I20,2012),Hyundai," 4,20,000"
